test	category	issue	expected_result	expected_message	reason
generic/739	upstream_not_applicable	-	NOTRUN	No encryption support for fuse	The testcase requires local-filesystem encryption/inlinecrypt semantics that pinned fstests does not support for FUSE.
generic/740	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/741	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/742	known_unsupported	#255	NOTRUN	xfs_io fpunch failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/745	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/748	known_unsupported	#255	NOTRUN	attr namespace user not supported by this filesystem type: fuse	SwordFS xattr operations return NotSupported, which also prevents ACL/xattr prerequisites; tracked by #255.
generic/749	known_unsupported	#255	NOTRUN	xfs_io falloc failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/752	upstream_not_applicable	-	NOTRUN	xfs_io exchangerange not supported on fuse	Pinned fstests/xfs_io explicitly does not expose this range/exchange operation for FUSE.
generic/756	known_unsupported	#255	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/756.out.bad)	SwordFS does not enable FUSE export/open-by-handle support; tracked by #255.
generic/757	environment	-	NOTRUN	This test requires a valid $LOGWRITES_DEV	The hosted CI environment does not provision the extra log-writes/log device required by this testcase.
generic/758	known_unsupported	#255	NOTRUN	xfs_io fzero failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/764	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/765	upstream_not_applicable	-	NOTRUN	write atomic not supported by this block device	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/766	upstream_not_applicable	-	NOTRUN	fuse does not support shutdown	Pinned fstests excludes this local-filesystem shutdown/freeze operation for FUSE.
generic/767	environment	-	NOTRUN	scsi_debug module not found	The hosted CI kernel does not provide the scsi_debug module required by this testcase.
generic/768	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/769	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/770	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/771	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/775	upstream_not_applicable	-	NOTRUN	multi-block atomic writes not supported by this filesystem	The testcase requires block-device atomic-write capability that is not applicable to the SwordFS FUSE volume.
generic/776	upstream_not_applicable	-	NOTRUN	write atomic not supported by this block device	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/777	known_unsupported	#255	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/777.out.bad)	SwordFS does not enable FUSE export/open-by-handle support; tracked by #255.
generic/779	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/780	environment	-	NOTRUN	<FSTESTS_WORK_DIR>/xfstests/src/file_attr not built	The pinned fstests file_attr helper is not built in the hosted CI toolchain, so this is an environment/tooling limitation.
generic/781	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/782	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/783	upstream_not_applicable	-	NOTRUN	fuse does not support casefold feature	Pinned fstests excludes casefold testing for FUSE.
generic/784	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/785	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/786	known_unsupported	#255	NOTRUN	Require fcntl setdeleg support	SwordFS does not currently provide the required file-lock/delegation capability; tracked by #255.
generic/787	known_unsupported	#255	NOTRUN	Require fcntl setdeleg support	SwordFS does not currently provide the required file-lock/delegation capability; tracked by #255.
generic/788	upstream_not_applicable	-	NOTRUN	No verity support for fuse	Pinned fstests does not provide fs-verity coverage for FUSE, so this testcase is not applicable.
generic/789	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/790	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/791	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/792	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/793	upstream_not_applicable	-	NOTRUN	this test requires a zoned block device	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/794	upstream_not_applicable	-	NOTRUN	require <FSTESTS_WORK_DIR>/scratch to be valid block disk	The testcase requires local block-device geometry or a block device, which a SwordFS FUSE volume does not expose.
generic/796	known_unsupported	#255	NOTRUN	xfs_io falloc -k failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/797	known_unsupported	#255	NOTRUN	xfs_io falloc -k failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
generic/798	known_unsupported	#255	FAIL	- output mismatch (see <FSTESTS_RESULT_DIR>/generic/798.out.bad)	SwordFS intentionally disables FUSE writeback cache, so cachestat dirty-page semantics are unavailable; tracked by #255.
generic/801	known_unsupported	#255	NOTRUN	xfs_io fwzero failed (old kernel/wrong fs?)	SwordFS VfsImpl::Fallocate returns NotSupported for this allocation mode; tracked by #255.
